name,gst_number,email,phone,address,_test_case
Titan Packaging,,vendor262@vendormail.test,9414974643,"850 Industrial Estate, Maharashtra",
Ironclad Freight,,vendor263@vendormail.test,9393997658,"279 Commercial Complex, Jharkhand",
BlueWave Security Services,07DKMLU6745T7ZQ,vendor264@vendormail.test,9889578075,"343 Market Road, Delhi",
Delta Print Works,,vendor265@vendormail.test,9513402278,"634 Commercial Complex, West Bengal",
Falcon Textiles,09ZTJVV4909I8ZQ,vendor266@vendormail.test,9443292739,"664 Industrial Estate, Uttar Pradesh",
Ironclad Consultants,,vendor267@vendormail.test,9125252144,"794 Commercial Complex, Uttar Pradesh",
CloudNet Engineering,06PASRT7526K4ZQ,vendor268@vendormail.test,9457304940,"899 Industrial Estate, Haryana",
CloudNet Distributors,18HWAZN7137H9ZN,vendor269@vendormail.test,9313375756,"747 Market Road, Assam",
Fusion Office Supplies,,vendor270@vendormail.test,9302388445,"192 Market Road, Maharashtra",
Northstar Logistics,20PHTBX1478P4Z3,vendor271@vendormail.test,9324446300,"57 Commercial Complex, Jharkhand",
Everest Hosting,36WFVSV6148D1ZJ,vendor272@vendormail.test,9537669307,"370 Market Road, Telangana",
CloudNet Stationery,,vendor273@vendormail.test,9778217992,"596 Commercial Complex, Odisha",
Metro Advertising,10YMQGZ7456N1ZP,vendor274@vendormail.test,9334516508,"872 Industrial Estate, Bihar",
Meridian Electricals,27QGIDB5647C1ZF,vendor275@vendormail.test,9122707819,"184 Market Road, Maharashtra",
Vertex IT Services,22UCWIK9482I8Z4,vendor276@vendormail.test,9707503230,"650 Commercial Complex, Chhattisgarh",
Metro Packaging,08WACGX8326U6ZR,vendor277@vendormail.test,9857862554,"970 Commercial Complex, Rajasthan",
Zenith Freight,11AVITQ4005N1ZL,vendor278@vendormail.test,9916608943,"479 Industrial Estate, Sikkim",
Bluepeak Security Services,23MLMMQ9876V2ZK,vendor279@vendormail.test,9743938244,"187 Industrial Estate, Madhya Pradesh",
Meridian Print Works,,vendor280@vendormail.test,9334528187,"584 Industrial Estate, Chandigarh",
Golden Harvest Textiles,21GPPZY2678W4ZP,vendor281@vendormail.test,9634969738,"422 Market Road, Odisha",
Delta Consultants,33NZMBB7626U6ZH,vendor282@vendormail.test,9132171958,"839 Commercial Complex, Tamil Nadu",
Prime Engineering,02ZNTRH9698X5Z6,vendor283@vendormail.test,9310751561,"825 Industrial Estate, Himachal Pradesh",
CloudNet Distributors,37JFYIH1118J5ZI,vendor284@vendormail.test,9614546594,"190 Market Road, Andhra Pradesh",
BlueWave Office Supplies,,vendor285@vendormail.test,9226362320,"888 Commercial Complex, Delhi",
Orbit Logistics,,vendor286@vendormail.test,9362914413,"811 Market Road, Madhya Pradesh",
Emerald Hosting,09GYLTI9234I5ZR,vendor287@vendormail.test,9144717075,"565 Market Road, Uttar Pradesh",
Crestline Stationery,11ZPAZZ1551O6Z1,vendor288@vendormail.test,9105453392,"866 Market Road, Sikkim",
Falcon Advertising,20QUDJF1618E7ZY,vendor289@vendormail.test,9310274770,"225 Industrial Estate, Jharkhand",
Northstar Electricals,,vendor290@vendormail.test,9364019916,"367 Commercial Complex, Haryana",
Fusion IT Services,01ZAPPU5508Z1ZL,vendor291@vendormail.test,9832954777,"475 Industrial Estate, Jammu and Kashmir",
Anchor Packaging,04DZPFO6347A1ZS,vendor292@vendormail.test,9237463485,"206 Industrial Estate, Chandigarh",
Crestline Freight,,vendor293@vendormail.test,9851386610,"40 Market Road, Uttarakhand",
Titan Security Services,23DXHWU1533S4ZD,vendor294@vendormail.test,9472148341,"305 Market Road, Madhya Pradesh",
Skyline Print Works,,vendor295@vendormail.test,9654271220,"368 Commercial Complex, Delhi",
Redwood Textiles,,vendor296@vendormail.test,9580038719,"907 Industrial Estate, Karnataka",
Pioneer Consultants,,vendor297@vendormail.test,9261448822,"278 Market Road, Telangana",
Reliable Engineering,,vendor298@vendormail.test,9354157021,"539 Industrial Estate, Sikkim",
Fusion Distributors,,vendor299@vendormail.test,9268377799,"498 Industrial Estate, Gujarat",
Titan Office Supplies,,vendor300@vendormail.test,9653213111,"892 Industrial Estate, Andhra Pradesh",
Horizon Logistics,,vendor301@vendormail.test,9730159262,"364 Industrial Estate, Uttarakhand",
Zenith Hosting,18JMKNN2298K6ZC,vendor302@vendormail.test,9361647651,"55 Market Road, Assam",
Nimbus Stationery,36SVIHT8429M2ZV,vendor303@vendormail.test,9115991195,"845 Market Road, Telangana",
Redwood Advertising,24HTXVT9362S3ZQ,vendor304@vendormail.test,9409352366,"417 Market Road, Gujarat",
Skyline Electricals,11AYKYJ6772T4ZX,vendor305@vendormail.test,9457170837,"521 Market Road, Sikkim",
Everest IT Services,,vendor306@vendormail.test,9912427717,"729 Industrial Estate, Madhya Pradesh",
Crestline Packaging,21UHTLM9079I6ZL,vendor307@vendormail.test,9497217154,"291 Market Road, Odisha",
Nimbus Freight,23LWTVG8699T1ZB,vendor308@vendormail.test,9629848444,"64 Market Road, Madhya Pradesh",
Skyline Security Services,,vendor309@vendormail.test,9744079110,"292 Market Road, Assam",
Falcon Print Works,33TMGSX8149N3ZM,vendor310@vendormail.test,9827722519,"578 Commercial Complex, Tamil Nadu",
Emerald Textiles,22DIPIA3764Y8Z1,vendor311@vendormail.test,9579695761,"270 Market Road, Chhattisgarh",
Bluepeak Consultants,,vendor312@vendormail.test,9423331410,"127 Industrial Estate, West Bengal",
Anchor Engineering,,vendor313@vendormail.test,9627012964,"152 Market Road, Uttarakhand",
Vertex Distributors,07UYVYS4308I2Z5,vendor314@vendormail.test,9783940790,"839 Industrial Estate, Delhi",
BlueWave Office Supplies,18IGHJZ6956N3ZH,vendor315@vendormail.test,9555226448,"572 Market Road, Assam",
Metro Logistics,32MZTKB6834Y1ZT,vendor316@vendormail.test,9962786869,"762 Market Road, Kerala",
Everest Hosting,20TBFMJ6400V8Z9,vendor317@vendormail.test,9444735546,"785 Industrial Estate, Jharkhand",
Everest Stationery,,vendor318@vendormail.test,9590476272,"598 Industrial Estate, Maharashtra",
CloudNet Advertising,19XUQZW7885B9Z7,vendor319@vendormail.test,9643508113,"560 Commercial Complex, West Bengal",
Silverline Electricals,,vendor320@vendormail.test,9135875791,"378 Commercial Complex, Punjab",
Emerald IT Services,,vendor321@vendormail.test,9741257157,"81 Industrial Estate, Delhi",
Nimbus Packaging,07EEHAS4888W4Z1,vendor322@vendormail.test,9360912577,"512 Market Road, Delhi",
BlueWave Freight,01RXOQN2028R9ZN,vendor323@vendormail.test,9667164753,"305 Commercial Complex, Jammu and Kashmir",
Delta Security Services,37TULGW3213X1Z8,vendor324@vendormail.test,9349736907,"307 Market Road, Andhra Pradesh",
Ironclad Print Works,10ETLMD7767J5ZB,vendor325@vendormail.test,9376657292,"475 Market Road, Bihar",
Orbit Textiles,32TTPLG6361Q2Z9,vendor326@vendormail.test,9609352524,"455 Commercial Complex, Kerala",
Prime Consultants,,vendor327@vendormail.test,9434041171,"398 Market Road, Haryana",
Delta Engineering,,vendor328@vendormail.test,9376213495,"394 Market Road, Bihar",
Metro Distributors,,vendor329@vendormail.test,9762074048,"721 Commercial Complex, Maharashtra",
CloudNet Office Supplies,11ILIDP1167E7ZA,vendor330@vendormail.test,9696484327,"962 Market Road, Sikkim",
Emerald Logistics,37YKKZN2994V9ZL,vendor331@vendormail.test,9249363071,"591 Industrial Estate, Andhra Pradesh",
CloudNet Hosting,,vendor332@vendormail.test,9776612575,"999 Market Road, Goa",
Golden Harvest Stationery,24MEBMF5421B7ZE,vendor333@vendormail.test,9318777716,"528 Commercial Complex, Gujarat",
Vertex Advertising,,vendor334@vendormail.test,9659233308,"987 Commercial Complex, Tamil Nadu",
Vertex Electricals,02YUIKU6333V8ZZ,vendor335@vendormail.test,9799785602,"840 Market Road, Himachal Pradesh",
Anchor IT Services,,vendor336@vendormail.test,9986561461,"821 Commercial Complex, Assam",
Zenith Packaging,32AXIWD7481U8Z1,vendor337@vendormail.test,9380395086,"655 Commercial Complex, Kerala",
Northstar Freight,20XEAKG8117L4ZQ,vendor338@vendormail.test,9958602751,"260 Industrial Estate, Jharkhand",
BlueWave Security Services,05CRLGS7040E1ZP,vendor339@vendormail.test,9449822007,"85 Market Road, Uttarakhand",
Pioneer Print Works,23JYAIJ2659H4ZU,vendor340@vendormail.test,9687691267,"328 Industrial Estate, Madhya Pradesh",
Orbit Textiles,09ZXVSN8795N7ZN,vendor341@vendormail.test,9299895048,"875 Commercial Complex, Uttar Pradesh",
Crestline Consultants,33BHFOA1664X9ZE,vendor342@vendormail.test,9891002576,"844 Commercial Complex, Tamil Nadu",
BlueWave Engineering,05DCGLV5841S7ZX,vendor343@vendormail.test,9763716959,"613 Industrial Estate, Uttarakhand",
Reliable Distributors,,vendor344@vendormail.test,9120342649,"721 Industrial Estate, Chhattisgarh",
Fusion Office Supplies,,vendor345@vendormail.test,9202738319,"981 Industrial Estate, Jharkhand",
Emerald Logistics,11XNFIW8929P6ZH,vendor346@vendormail.test,9337109354,"42 Commercial Complex, Sikkim",
Everest Hosting,37DXDKP5710K4Z3,vendor347@vendormail.test,9218359728,"290 Commercial Complex, Andhra Pradesh",
CloudNet Stationery,,vendor348@vendormail.test,9146951676,"291 Industrial Estate, Uttarakhand",
Everest Advertising,,vendor349@vendormail.test,9402799302,"255 Industrial Estate, Odisha",
Apex Electricals,20JWEFC7780L6Z6,vendor350@vendormail.test,9123805564,"429 Industrial Estate, Jharkhand",
Prime IT Services,11IKYXR7638U8ZD,vendor351@vendormail.test,9254590257,"466 Market Road, Sikkim",
Reliable Packaging,01XJTVR8153R8ZC,vendor352@vendormail.test,9557699570,"593 Industrial Estate, Jammu and Kashmir",
Reliable Freight,03UZCNW8432W4ZL,vendor353@vendormail.test,9358694431,"374 Industrial Estate, Punjab",
Pioneer Security Services,,vendor354@vendormail.test,9847605342,"942 Industrial Estate, Andhra Pradesh",
Sunrise Print Works,,vendor355@vendormail.test,9392748563,"543 Commercial Complex, Assam",
Bluepeak Textiles,11ZWKMB8247S5ZM,vendor356@vendormail.test,9255993454,"882 Industrial Estate, Sikkim",
Ironclad Consultants,02DERKN6477U6ZH,vendor357@vendormail.test,9715830727,"26 Industrial Estate, Himachal Pradesh",
Bluepeak Engineering,03WQBSO1537Y6ZG,vendor358@vendormail.test,9153583561,"622 Industrial Estate, Punjab",
Metro Distributors,37JGZFG6172P6ZT,vendor359@vendormail.test,9307777400,"477 Market Road, Andhra Pradesh",
Titan Office Supplies,27VXDUG8386O1ZJ,vendor360@vendormail.test,9202963381,"806 Commercial Complex, Maharashtra",
Sunrise Logistics,,vendor361@vendormail.test,9389431937,"452 Industrial Estate, Telangana",
Nimbus Hosting,,vendor362@vendormail.test,9855660492,"717 Market Road, Sikkim",
Apex Stationery,32VFFXV8711C8Z8,vendor363@vendormail.test,9501699721,"390 Market Road, Kerala",
Nimbus Advertising,29LAPMT4915A2ZD,vendor364@vendormail.test,9836190949,"356 Market Road, Karnataka",
Fusion Electricals,,vendor365@vendormail.test,9190153750,"794 Commercial Complex, Maharashtra",
Northstar IT Services,,vendor366@vendormail.test,9365588669,"735 Market Road, Delhi",
Everest Packaging,07ZJQAP5222X5ZC,vendor367@vendormail.test,9514149837,"359 Market Road, Delhi",
Ironclad Freight,,vendor368@vendormail.test,9481117417,"848 Industrial Estate, Bihar",
Bluepeak Security Services,07YJAMY7261L1ZQ,vendor369@vendormail.test,9520861268,"185 Industrial Estate, Delhi",
Vertex Print Works,30IDYEC3623N1ZI,vendor370@vendormail.test,9991414827,"647 Market Road, Goa",
Greenfield Textiles,,vendor371@vendormail.test,9230224536,"575 Commercial Complex, Punjab",
Zenith Consultants,,vendor372@vendormail.test,9894036203,"121 Industrial Estate, Jammu and Kashmir",
Northstar Engineering,,vendor373@vendormail.test,9568157126,"859 Industrial Estate, Rajasthan",
Pioneer Distributors,,vendor374@vendormail.test,9398863300,"865 Market Road, Maharashtra",
Sunrise Office Supplies,,vendor375@vendormail.test,9801884099,"479 Industrial Estate, Punjab",
BlueWave Logistics,,vendor376@vendormail.test,9636435123,"707 Commercial Complex, Uttarakhand",
Crestline Hosting,01IVRRM9043P1ZF,vendor377@vendormail.test,9397995800,"688 Market Road, Jammu and Kashmir",
Delta Stationery,19NWCOL7573J7ZB,vendor378@vendormail.test,9627053793,"461 Industrial Estate, West Bengal",
Silverline Advertising,29JSOCP3740E1ZW,vendor379@vendormail.test,9976124543,"924 Industrial Estate, Karnataka",
Metro Electricals,08WSOTL5625X9ZL,vendor380@vendormail.test,9477641261,"46 Industrial Estate, Rajasthan",
Vertex IT Services,20MGVNQ4098L9ZH,vendor381@vendormail.test,9691628232,"134 Market Road, Jharkhand",
Nimbus Packaging,22GLZMP7124T6Z9,vendor382@vendormail.test,9429525932,"222 Market Road, Chhattisgarh",
CloudNet Freight,29PMDJU2314T4ZD,vendor383@vendormail.test,9848428419,"390 Commercial Complex, Karnataka",
Horizon Security Services,,vendor384@vendormail.test,9259669538,"391 Commercial Complex, Chandigarh",
Nimbus Print Works,27KPEJR4487U2ZP,vendor385@vendormail.test,9921042556,"569 Commercial Complex, Maharashtra",
Orbit Textiles,11QNNTU7126H4ZV,vendor386@vendormail.test,9455926974,"183 Commercial Complex, Sikkim",
Ironclad Consultants,05PHOMM3029D3Z9,vendor387@vendormail.test,9269268527,"413 Market Road, Uttarakhand",
Titan Engineering,,vendor388@vendormail.test,9411796187,"764 Commercial Complex, Delhi",
Nimbus Distributors,27ZUDFL8538Q7ZV,vendor389@vendormail.test,9108670337,"813 Industrial Estate, Maharashtra",
Pioneer Office Supplies,,vendor390@vendormail.test,9874405253,"831 Commercial Complex, Kerala",
Fusion Logistics,,vendor391@vendormail.test,9796184758,"57 Commercial Complex, Goa",
Reliable Hosting,,vendor392@vendormail.test,9808848635,"507 Market Road, Tamil Nadu",
Vertex Stationery,,vendor393@vendormail.test,9184694178,"470 Commercial Complex, Maharashtra",
Metro Advertising,05RFQFG2253C6Z5,vendor394@vendormail.test,9477654756,"33 Market Road, Uttarakhand",
Golden Harvest Electricals,,vendor395@vendormail.test,9269566521,"52 Market Road, Odisha",
Prime IT Services,36UJSJQ7843F5ZM,vendor396@vendormail.test,9314176345,"591 Industrial Estate, Telangana",
Horizon Packaging,21ZUNIK5460H5ZR,vendor397@vendormail.test,9960996510,"109 Industrial Estate, Odisha",
Emerald Freight,,vendor398@vendormail.test,9421952849,"150 Commercial Complex, Jammu and Kashmir",
Redwood Security Services,,vendor399@vendormail.test,9379648060,"638 Industrial Estate, Chhattisgarh",
Fusion Print Works,27DXAWU9272R7ZH,vendor400@vendormail.test,9329918068,"983 Industrial Estate, Maharashtra",
Redwood Textiles,,vendor401@vendormail.test,9729452861,"252 Commercial Complex, Goa",
Delta Consultants,,vendor402@vendormail.test,9325633104,"542 Commercial Complex, Sikkim",
Emerald Engineering,30CCSAE8504L7ZD,vendor403@vendormail.test,9790443575,"95 Commercial Complex, Goa",
Skyline Distributors,,vendor404@vendormail.test,9273271378,"394 Industrial Estate, Kerala",
Skyline Office Supplies,,vendor405@vendormail.test,9447177631,"291 Commercial Complex, Sikkim",
Apex Logistics,06YVIGK3779E4ZS,vendor406@vendormail.test,9104258484,"502 Industrial Estate, Haryana",
Redwood Hosting,32HHJBY6579I8ZD,vendor407@vendormail.test,9873891172,"678 Industrial Estate, Kerala",
Horizon Stationery,08YNZBP6856D7ZM,vendor408@vendormail.test,9462169922,"137 Industrial Estate, Rajasthan",
Prime Advertising,,vendor409@vendormail.test,9191705757,"758 Industrial Estate, Telangana",
Sunrise Electricals,,vendor410@vendormail.test,9412528858,"649 Industrial Estate, Haryana",
Vertex IT Services,03JBPLR2407Q6ZR,vendor411@vendormail.test,9230831595,"197 Industrial Estate, Punjab",
Crestline Packaging,19JUDIY2103K7ZU,vendor412@vendormail.test,9692625230,"120 Commercial Complex, West Bengal",
Silverline Freight,,vendor413@vendormail.test,9500731537,"745 Commercial Complex, Kerala",
Orbit Security Services,02SEUPE2902U2ZS,vendor414@vendormail.test,9271833466,"585 Market Road, Himachal Pradesh",
Anchor Print Works,,vendor415@vendormail.test,9221228727,"298 Industrial Estate, Madhya Pradesh",
Skyline Textiles,03FNJSX4105S2ZS,vendor416@vendormail.test,9280827188,"423 Commercial Complex, Punjab",
Golden Harvest Consultants,04VVALX3492B9ZT,vendor417@vendormail.test,9853595916,"315 Commercial Complex, Chandigarh",
Northstar Engineering,,vendor418@vendormail.test,9658959902,"401 Commercial Complex, Madhya Pradesh",
Fusion Distributors,,vendor419@vendormail.test,9179567328,"708 Market Road, Gujarat",
Golden Harvest Office Supplies,29DRLRY2667N5ZR,vendor420@vendormail.test,9845014360,"655 Market Road, Karnataka",
Nimbus Logistics,,vendor421@vendormail.test,9305502109,"815 Industrial Estate, Sikkim",
Bluepeak Hosting,30ACENW4567D6ZZ,vendor422@vendormail.test,9989940130,"899 Market Road, Goa",
Redwood Stationery,08HOYZS3417X5ZZ,vendor423@vendormail.test,9286997896,"966 Commercial Complex, Rajasthan",
Vertex Advertising,,vendor424@vendormail.test,9360593000,"800 Industrial Estate, Goa",
Sunrise Electricals,,vendor425@vendormail.test,9365103659,"960 Commercial Complex, Sikkim",
Apex IT Services,20LBLKI3205T4Z8,vendor426@vendormail.test,9629884390,"656 Market Road, Jharkhand",
Anchor Packaging,,vendor427@vendormail.test,9524277316,"932 Commercial Complex, Tamil Nadu",
Skyline Freight,24SXMWB8353U6ZL,vendor428@vendormail.test,9952005232,"300 Market Road, Gujarat",
BlueWave Security Services,07SWJBR9078E5Z3,vendor429@vendormail.test,9963639451,"999 Industrial Estate, Delhi",
Fusion Print Works,20JXLVZ4397S3Z5,vendor430@vendormail.test,9566435538,"771 Market Road, Jharkhand",
Redwood Textiles,,vendor431@vendormail.test,9723768951,"565 Commercial Complex, Rajasthan",
Ironclad Consultants,24RUEYO7247U4ZK,vendor432@vendormail.test,9934368587,"855 Commercial Complex, Gujarat",
Orbit Engineering,,vendor433@vendormail.test,9122915519,"490 Market Road, Madhya Pradesh",
Anchor Distributors,06QGXLQ2295Q6ZP,vendor434@vendormail.test,9175995706,"841 Industrial Estate, Haryana",
Bluepeak Office Supplies,27PRQII8660X1ZW,vendor435@vendormail.test,9107340687,"835 Commercial Complex, Maharashtra",
Titan Logistics,,vendor436@vendormail.test,9632166023,"491 Commercial Complex, Jammu and Kashmir",
Sunrise Hosting,,vendor437@vendormail.test,9931426861,"925 Commercial Complex, Gujarat",
Pioneer Stationery,27PUKUL9266N7ZI,vendor438@vendormail.test,9925382070,"73 Industrial Estate, Maharashtra",
Orbit Advertising,,vendor439@vendormail.test,9721482834,"368 Industrial Estate, Sikkim",
Northstar Electricals,,vendor440@vendormail.test,9693183260,"287 Market Road, Uttar Pradesh",
Fusion IT Services,06EJICV4095W1ZU,vendor441@vendormail.test,9757488292,"69 Commercial Complex, Haryana",
Skyline Packaging,20FRCTY2630A7Z5,vendor442@vendormail.test,9431380837,"351 Industrial Estate, Jharkhand",
Crestline Freight,20FTTAW1498I2Z5,vendor443@vendormail.test,9354853727,"509 Industrial Estate, Jharkhand",
Golden Harvest Security Services,05KSVUM1647W4ZL,vendor444@vendormail.test,9332442897,"649 Market Road, Uttarakhand",
Nimbus Print Works,03LXWVQ4769L5Z2,vendor445@vendormail.test,9896419624,"699 Market Road, Punjab",
Reliable Textiles,,vendor446@vendormail.test,9175812697,"925 Industrial Estate, Chandigarh",
