row_number,status,duplicate_of,date,amount,type,category,description,vendor,customer,payment_method,reference_number,invoice_number,gst_amount,tds_amount,status,notes
182,imported,,2023-12-18,117443.46,expense,Marketing,Monthly office rent,Prime Stationery,,net_banking,REF2023855917,INV-2023-91924,11943.4,0.0,completed,
183,duplicate_flagged,Same reference number as an existing transaction,2025-10-03,129357.31,expense,Bank Charges,Employee salary disbursement,Delta Security Services,,bank_transfer,REF2025242736,INV-2025-49378,0.0,0.0,pending,
184,imported,,2023-01-14,149266.84,income,Other Income,Service contract payment,,Retail Buyer,credit_card,REF2023703853,INV-2023-41775,15992.88,0.0,completed,
185,imported,,2022-06-04,96114.17,salary,Salaries,Monthly salary payout,,,credit_card,REF2022405482,INV-2022-19064,0.0,9611.42,completed,
186,imported,,2025-04-04,214448.34,income,Other Income,Retainer fee received,,,net_banking,REF2025177558,INV-2025-68860,57186.22,0.0,completed,
187,imported,,2026-05-17,179114.05,loan,Salaries,Loan disbursement received,,,cash,REF2026472253,INV-2026-31802,0.0,0.0,completed,
188,duplicate_flagged,Same invoice number as an existing transaction,2021-11-03,1780.06,expense,Travel,Software subscription renewal,Horizon Freight,,cash,REF2021685098,INV-2021-86089,445.01,0.0,completed,
189,imported,,2026-05-30,144266.83,expense,Rent,Repair and maintenance work,,,bank_transfer,REF2026865618,INV-2026-28569,0.0,0.0,completed,
190,imported,,2025-02-25,67976.59,expense,Rent,Repair and maintenance work,Metro Logistics,,cash,REF2025123682,INV-2025-54967,7283.21,0.0,completed,
191,imported,,2022-07-19,119703.82,expense,Utilities,Monthly office rent,Fusion IT Services,,cheque,REF2022514798,INV-2022-13826,26185.21,0.0,pending,
192,imported,,2025-10-13,399023.99,income,Sales,Export order payment,,Retail Buyer,upi,REF2025938338,INV-2025-80371,0.0,0.0,completed,
193,imported,,2024-09-03,59003.09,expense,Rent,Software subscription renewal,Greenfield Packaging,,credit_card,REF2024747351,INV-2024-32613,2634.07,0.0,completed,
194,imported,,2025-02-19,21375.51,expense,Professional Fees,Vendor invoice settlement,CloudNet Hosting,,bank_transfer,REF2025702727,INV-2025-60293,2290.23,427.51,completed,
195,imported,,2023-04-06,142785.92,expense,Bank Charges,Courier and freight charges,Fusion IT Services,,cash,REF2023688861,INV-2023-76248,0.0,0.0,completed,
196,imported,,2021-09-17,169836.64,tax,Bank Charges,TDS remittance to government,Skyline Advertising,,bank_transfer,REF2021335765,INV-2021-80465,0.0,0.0,completed,
197,duplicate_flagged,Same invoice number as an existing transaction,2021-11-18,574850.48,investment,Travel,Mutual fund investment,,,credit_card,REF2021912764,INV-2021-81186,0.0,0.0,completed,
198,duplicate_flagged,Same invoice number as an existing transaction,2023-08-19,15541.98,expense,Salaries,Employee salary disbursement,Apex Office Supplies,,bank_transfer,REF2023571578,INV-2023-44447,0.0,155.42,completed,
199,imported,,2026-01-28,146489.48,salary,Salaries,Monthly salary payout,,,upi,REF2026763508,INV-2026-66120,0.0,2929.79,completed,
200,imported,,2022-03-11,48683.31,expense,Travel,Business travel expense,Skyline Advertising,,other,REF2022999695,INV-2022-77425,12982.22,0.0,completed,
201,imported,,2022-08-25,77390.5,income,Interest Income,Retainer fee received,,,cash,REF2022968726,INV-2022-42447,0.0,0.0,completed,
202,imported,,2025-09-14,132042.74,expense,Rent,Electricity bill payment,Skyline Advertising,,net_banking,REF2025828449,INV-2025-58374,0.0,0.0,completed,
203,imported,,2023-04-04,127545.91,expense,Other Expense,Software subscription renewal,Fusion IT Services,,net_banking,REF2023964915,INV-2023-37767,11957.43,0.0,completed,
204,duplicate_flagged,Same invoice number as an existing transaction,2024-10-04,784970.31,investment,Bank Charges,Fixed deposit placement,,,debit_card,REF2024117072,INV-2024-26284,0.0,0.0,completed,支払いを受け取りました
205,imported,,2021-12-27,441663.14,income,Interest Income,Client project milestone payment,,Retail Buyer,bank_transfer,REF2021266699,INV-2021-45916,0.0,0.0,completed,
206,imported,,2025-06-25,35274.75,expense,Rent,Monthly office rent,,,net_banking,REF2025101139,INV-2025-37973,9406.6,0.0,completed,
207,imported,,2023-08-13,1391121.69,loan,Bank Charges,Loan disbursement received,Fusion IT Services,,upi,REF2023193670,INV-2023-23425,0.0,0.0,completed,
208,imported,,2021-12-29,643368.27,investment,Utilities,Mutual fund investment,,,net_banking,REF2021171734,INV-2021-79534,0.0,0.0,completed,
209,imported,,2022-02-05,185180.41,salary,Salaries,Monthly salary payout,,,bank_transfer,REF2022746002,INV-2022-99989,0.0,0.0,completed,
210,imported,,2023-08-28,47312.65,expense,Utilities,Employee salary disbursement,Metro Logistics,,cash,REF2023360221,INV-2023-82534,2004.77,0.0,completed,
211,imported,,2022-11-27,96996.23,expense,Salaries,Monthly office rent,Metro Logistics,,cash,REF2022352792,INV-2022-75481,0.0,0.0,completed,
212,imported,,2026-01-27,83977.84,transfer,Professional Fees,Inter-account fund transfer,,,cash,REF2026483162,INV-2026-81612,0.0,0.0,completed,
213,duplicate_flagged,Same invoice number as an existing transaction,2021-06-21,461676.75,income,Other Income,Invoice payment received,,,net_banking,REF2021631219,INV-2021-47550,0.0,0.0,completed,
214,imported,,2021-09-19,46624.05,expense,Other Expense,Electricity bill payment,,,net_banking,REF2021947312,INV-2021-30365,0.0,0.0,completed,
215,imported,,2022-08-02,8874.31,expense,Rent,Vendor invoice settlement,,,cash,REF2022221620,INV-2022-69424,0.0,0.0,completed,
216,imported,,2022-03-02,106836.39,salary,Salaries,Monthly salary payout,,,net_banking,REF2022463546,INV-2022-78551,0.0,5341.82,completed,
217,imported,,2021-11-28,231543.37,tax,Bank Charges,TDS remittance to government,Fusion IT Services,,upi,REF2021385192,INV-2021-78662,0.0,0.0,completed,
218,imported,,2021-07-23,75041.58,expense,Utilities,Monthly office rent,Skyline Advertising,,debit_card,REF2021910894,INV-2021-23487,3573.41,0.0,completed,
219,imported,,2022-02-02,27008.35,expense,Office Supplies,Electricity bill payment,Fusion IT Services,,upi,REF2022335421,INV-2022-52179,1144.42,0.0,pending,
220,duplicate_flagged,Same invoice number as an existing transaction,2025-10-04,25885.55,refund,Office Supplies,GST input refund,,,credit_card,REF2025520400,INV-2025-19034,0.0,0.0,completed,
221,imported,,2022-05-16,43880.94,expense,Travel,Employee salary disbursement,,,bank_transfer,REF2022354367,INV-2022-70807,0.0,0.0,cancelled,
222,duplicate_flagged,Same invoice number as an existing transaction,2022-02-03,1155.41,expense,Professional Fees,Business travel expense,Horizon Freight,,credit_card,REF2022463251,INV-2022-93354,0.0,115.54,completed,
223,duplicate_flagged,Same invoice number as an existing transaction,2024-01-03,144185.52,expense,Utilities,Electricity bill payment,,,debit_card,REF2024197545,INV-2024-15754,20276.09,0.0,pending,
224,imported,,2023-06-17,11409.61,expense,Office Supplies,Software subscription renewal,CloudNet Hosting,,bank_transfer,REF2023348273,INV-2023-48230,0.0,0.0,completed,
225,imported,,2022-05-21,72375.36,income,Sales,Retainer fee received,,Retail Buyer,bank_transfer,REF2022262959,INV-2022-23848,6785.19,0.0,completed,
226,duplicate_flagged,Same invoice number as an existing transaction,2025-10-10,205973.43,tax,Bank Charges,GST liability payment,Reliable Electricals,,cash,REF2025255528,INV-2025-21955,0.0,0.0,pending,
227,imported,,2022-03-23,4856.1,expense,Professional Fees,Monthly office rent,,,upi,REF2022682959,INV-2022-82105,0.0,48.56,completed,
228,imported,,2025-11-12,8071.58,other,Rent,Miscellaneous transaction,,,bank_transfer,REF2025710610,INV-2025-86823,0.0,0.0,completed,
229,duplicate_flagged,Same invoice number as an existing transaction,2025-10-14,68751.82,income,Interest Income,Invoice payment received,,,upi,REF2025228479,INV-2025-15596,15039.46,0.0,pending,
230,imported,,2026-05-05,28235.24,expense,Travel,Monthly office rent,CloudNet Hosting,,cash,REF2026136332,INV-2026-90492,6176.46,0.0,completed,
231,imported,,2024-11-07,132720.95,expense,Other Expense,Repair and maintenance work,Horizon Freight,,other,REF2024933456,INV-2024-12559,31493.11,0.0,completed,
232,imported,,2024-08-05,113414.99,income,Interest Income,Invoice payment received,,,cheque,REF2024161437,INV-2024-71824,0.0,0.0,cancelled,
233,duplicate_flagged,Same invoice number as an existing transaction,2025-09-07,459043.44,income,Sales,Client project milestone payment,,,other,REF2025901164,INV-2025-38758,0.0,0.0,completed,
234,duplicate_flagged,Same invoice number as an existing transaction,2025-02-27,53945.71,expense,Office Supplies,Vendor invoice settlement,,,net_banking,REF2025468765,INV-2025-84403,12800.68,0.0,completed,
235,duplicate_flagged,Same invoice number as an existing transaction,2022-06-23,14864.35,income,Other Income,Retainer fee received,,,upi,REF2022100716,INV-2022-53481,0.0,0.0,completed,
236,imported,,2022-01-16,388311.42,income,Interest Income,Client project milestone payment,,,cash,REF2022176054,INV-2022-58967,62407.19,0.0,completed,
237,imported,,2023-12-24,97447.2,expense,Utilities,Vendor invoice settlement,,,cheque,REF2023689275,INV-2023-90440,0.0,0.0,completed,
238,imported,,2022-03-30,149833.73,salary,Salaries,Monthly salary payout,,,bank_transfer,REF2022836109,INV-2022-85082,0.0,0.0,cancelled,
239,imported,,2024-09-04,33290.11,expense,Rent,Vendor invoice settlement,,,cheque,REF2024247475,INV-2024-53406,0.0,0.0,completed,
240,imported,,2025-01-02,3199.12,adjustment,Marketing,Accounting adjustment entry,,,bank_transfer,REF2025568325,INV-2025-11493,0.0,0.0,completed,
241,duplicate_flagged,Same invoice number as an existing transaction,2021-07-08,389007.41,investment,Professional Fees,Mutual fund investment,,,net_banking,REF2021274418,INV-2021-64266,0.0,0.0,completed,
242,imported,,2025-07-01,688724.6,investment,Utilities,Mutual fund investment,,,cheque,REF2025573209,INV-2025-19661,0.0,0.0,completed,
243,imported,,2022-03-15,88849.16,transfer,Utilities,Inter-account fund transfer,,,net_banking,REF2022867541,INV-2022-19830,0.0,0.0,pending,
244,imported,,2025-03-13,716.76,other,Utilities,Miscellaneous transaction,,,upi,REF2025736818,INV-2025-66911,0.0,0.0,completed,
245,imported,,2026-06-09,109550.11,expense,Travel,Monthly office rent,,,upi,REF2026411847,INV-2026-41135,27387.53,0.0,completed,
246,imported,,2024-12-16,93838.62,expense,Bank Charges,Courier and freight charges,Apex Office Supplies,,cash,REF2024317005,INV-2024-32391,0.0,0.0,cancelled,
247,imported,,2023-12-28,134252.65,expense,Travel,Courier and freight charges,Horizon Freight,,bank_transfer,REF2023506351,INV-2023-34232,5688.67,0.0,completed,
248,imported,,2021-08-05,79809.68,income,Sales,Service contract payment,,Corporate Client,bank_transfer,REF2021189870,INV-2021-97574,3117.57,0.0,completed,
249,imported,,2023-11-29,85992.6,expense,Salaries,Vendor invoice settlement,Metro Logistics,,net_banking,REF2023513982,INV-2023-14551,0.0,0.0,pending,
250,imported,,2022-03-09,194850.5,salary,Salaries,Staff salary - payroll run,,,upi,REF2022947732,INV-2022-35260,0.0,0.0,completed,
251,duplicate_flagged,Same invoice number as an existing transaction,2024-08-01,523193.86,loan,Rent,Loan disbursement received,Horizon Freight,,bank_transfer,REF2024516656,INV-2024-82358,0.0,0.0,completed,
252,duplicate_flagged,Same invoice number as an existing transaction,2024-07-17,263668.2,income,Other Income,Invoice payment received,,Corporate Client,net_banking,REF2024217984,INV-2024-64321,0.0,0.0,completed,
253,imported,,2024-04-01,440667.21,income,Other Income,Service contract payment,,,net_banking,REF2024376967,INV-2024-60206,110166.8,0.0,completed,
254,imported,,2026-03-27,177607.16,salary,Salaries,Monthly salary payout,,,upi,REF2026824056,INV-2026-41139,0.0,8880.36,completed,
255,imported,,2025-12-22,494161.12,investment,Rent,Fixed deposit placement,,,bank_transfer,REF2025339030,INV-2025-27614,0.0,0.0,completed,
256,imported,,2022-04-20,66369.15,expense,Professional Fees,Vendor invoice settlement,,,credit_card,REF2022896386,INV-2022-77698,7585.05,6636.91,completed,
257,imported,,2022-03-22,29075.96,expense,Salaries,Business travel expense,,,net_banking,REF2022361609,INV-2022-14334,0.0,0.0,pending,
258,imported,,2026-06-04,18756.15,expense,Office Supplies,Software subscription renewal,Greenfield Packaging,,upi,REF2026722899,INV-2026-68471,0.0,0.0,completed,
259,imported,,2025-11-27,206810.74,tax,Other Expense,Advance tax payment,Apex Office Supplies,,cheque,REF2025270820,INV-2025-85007,0.0,0.0,completed,
260,imported,,2023-07-18,77089.53,expense,Office Supplies,Raw material purchase,CloudNet Hosting,,cash,REF2023778818,INV-2023-32701,11759.42,0.0,completed,
261,imported,,2022-06-21,140276.06,tax,Other Expense,TDS remittance to government,Apex Office Supplies,,wallet,REF2022636361,INV-2022-96816,0.0,0.0,completed,
262,imported,,2021-11-08,72364.42,expense,Marketing,Business travel expense,,,credit_card,REF2021771712,INV-2021-52616,0.0,0.0,completed,
263,imported,,2021-07-26,120853.39,expense,Professional Fees,Raw material purchase,,,cheque,REF2021813824,INV-2021-28340,0.0,12085.34,completed,
264,duplicate_flagged,Same invoice number as an existing transaction,2024-06-15,408927.28,income,Interest Income,Retainer fee received,,,cash,REF2024861842,INV-2024-39145,0.0,0.0,completed,
265,imported,,2026-03-01,167695.29,tax,Other Expense,Advance tax payment,CloudNet Hosting,,cheque,REF2026876909,INV-2026-43902,0.0,0.0,completed,
266,duplicate_flagged,Same invoice number as an existing transaction,2022-06-30,17893.11,refund,Travel,GST input refund,,Corporate Client,bank_transfer,REF2022540897,INV-2022-53426,0.0,0.0,completed,
267,imported,,2024-09-23,10868.12,expense,Salaries,Software subscription renewal,Fusion IT Services,,bank_transfer,REF2024655575,INV-2024-49106,0.0,217.36,completed,
268,imported,,2023-10-25,21654.98,expense,Utilities,Monthly office rent,,,cash,REF2023611265,INV-2023-53598,0.0,0.0,completed,
269,imported,,2024-06-24,383419.45,income,Other Income,Export order payment,,Retail Buyer,cash,REF2024923353,INV-2024-21539,0.0,0.0,completed,Invoice/Ref: INV-2026-00987 [priority]
270,imported,,2021-04-29,446543.16,income,Service Revenue,Export order payment,,Corporate Client,upi,REF2021118786,INV-2021-98702,51033.5,0.0,completed,
271,imported,,2021-07-03,44870.7,expense,Travel,Software subscription renewal,Horizon Freight,,bank_transfer,REF2021725339,INV-2021-78697,0.0,0.0,pending,
272,imported,,2022-03-04,142223.04,expense,Professional Fees,Monthly office rent,Prime Stationery,,upi,REF2022862491,INV-2022-27197,6026.4,0.0,completed,
273,imported,,2024-09-28,7478.33,expense,Office Supplies,Courier and freight charges,,,upi,REF2024785315,INV-2024-12587,316.88,0.0,completed,
274,imported,,2021-04-20,154052.65,income,Sales,Service contract payment,,Corporate Client,cash,REF2021794663,INV-2021-78197,0.0,0.0,completed,
275,imported,,2021-11-04,251380.84,income,Service Revenue,Service contract payment,,,wallet,REF2021915749,INV-2021-44471,28729.24,0.0,completed,
276,imported,,2023-02-07,121080.11,income,Sales,Invoice payment received,,,credit_card,REF2023804258,INV-2023-21665,5765.72,0.0,completed,
277,imported,,2022-11-28,39765.93,expense,Office Supplies,Monthly office rent,CloudNet Hosting,,bank_transfer,REF2022141360,INV-2022-48085,1893.62,0.0,completed,
278,duplicate_flagged,Same invoice number as an existing transaction,2023-02-03,181976.07,income,Other Income,Export order payment,,,upi,REF2023752011,INV-2023-45167,39807.27,0.0,completed,
279,duplicate_flagged,Same reference number as an existing transaction,2025-09-25,63376.63,expense,Utilities,Raw material purchase,Apex Office Supplies,,upi,REF2025985364,INV-2025-30892,15844.16,0.0,pending,
280,imported,,2026-03-08,125812.76,expense,Utilities,Monthly office rent,Greenfield Packaging,,bank_transfer,REF2026218423,INV-2026-63907,0.0,0.0,completed,
281,imported,,2024-06-24,108621.28,expense,Salaries,Raw material purchase,,,net_banking,REF2024802382,INV-2024-54341,0.0,0.0,completed,
282,imported,,2025-01-15,322495.2,income,Service Revenue,Service contract payment,,,cash,REF2025979789,INV-2025-83183,0.0,0.0,completed,
283,imported,,2021-09-01,225553.29,tax,Other Expense,GST liability payment,Skyline Advertising,,upi,REF2021152796,INV-2021-76444,0.0,0.0,completed,
284,duplicate_flagged,Same invoice number as an existing transaction,2024-06-17,226808.8,income,Other Income,Invoice payment received,,Retail Buyer,cheque,REF2024568784,INV-2024-51426,10800.42,0.0,completed,
285,imported,,2026-03-28,2546.61,adjustment,Salaries,Accounting adjustment entry,,,net_banking,REF2026786393,INV-2026-98011,0.0,0.0,completed,
286,imported,,2024-08-11,71075.43,expense,Marketing,Electricity bill payment,,,cheque,REF2024219562,INV-2024-22771,10842.01,0.0,completed,
